timestamp,paper,node_id,task_id,git_commit,domain,status,summary,evidence,equation_labels,concept_advance,predecessors,paper_anchor,notes
2026-06-12T01:02:22.915705+00:00,arxiv-2007.01339,S0-import-2007.01339,eq-dag-stage0,9a25e15,symbolic,solid,"Stage-0 source import: arXiv:2007.01339 LaTeX e-print fetched, unpacked, checksummed under ref-paper/arxiv-2007.01339/",ref-paper/arxiv-2007.01339/PROVENANCE.md,,False,,whole paper,single-known-source fast path; structure_check OK; iteration 1
2026-06-12T01:20:32.384509+00:00,arxiv-2007.01339,eq:auto-6,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,Definition of spin-weighted derivatives eth and ethbar (eq:DefEthEthbar group),ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:auto-6""]",,"[""eq:auto-4""]",sec:bondi_sachs,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:32.445894+00:00,arxiv-2007.01339,eq:auto-7,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,Coordinate form of eth for spin-weight-s scalars,ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:auto-7""]",,"[""eq:auto-6"", ""eq:ComplexDyadChoice""]",sec:bondi_sachs,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:32.496888+00:00,arxiv-2007.01339,eq:auto-8,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,ADM decomposition of the Cauchy metric on the extraction surface,ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:auto-8""]",,[],sec:boundary_transforms,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:32.549607+00:00,arxiv-2007.01339,eq:auto-9,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,Unit spatial normal s to the constant-r' surface,ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:auto-9""]",,"[""eq:auto-8""]",sec:boundary_transforms,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:32.596800+00:00,arxiv-2007.01339,eq:auto-10,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,Timelike unit hypersurface normal n of the Cauchy slicing,ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:auto-10""]",,"[""eq:auto-8""]",sec:boundary_transforms,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:32.645758+00:00,arxiv-2007.01339,eq:auto-11,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,Normalized outgoing null generator l = (n+s)/(alpha - g beta s),ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:auto-11""]",,"[""eq:auto-9"", ""eq:auto-10""]",sec:boundary_transforms,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:32.694580+00:00,arxiv-2007.01339,eq:auto-12,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,Metric components in null-radius coordinates (eq:NullRadiusMetric group),ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:auto-12""]",,"[""eq:auto-8"", ""eq:auto-11""]",sec:boundary_transforms,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:32.747580+00:00,arxiv-2007.01339,eq:BondiLikeRadius,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,Areal Bondi-like radius from the angular determinant,ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:BondiLikeRadius""]",,"[""eq:auto-12""]",sec:boundary_transforms,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:32.797761+00:00,arxiv-2007.01339,eq:auto-13,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,Bondi-like scalars from the up-index metric at the worldtube (eq:BondiLikeScalarsFromBondiLikeMetric group),ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:auto-13""]",,"[""eq:BondiLikeRadius"", ""eq:auto-12"", ""eq:QDef"", ""WDef"", ""eq:KDef""]",sec:boundary_transforms,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:32.850797+00:00,arxiv-2007.01339,eq:auto-14,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,First-derivative identities for U_lambda and J_lambda (Barkett et al.),ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:auto-14""]",,"[""eq:auto-13""]",sec:boundary_transforms,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:32.900965+00:00,arxiv-2007.01339,eq:auto-15,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,beta_lambda from an Einstein-equation component (avoids second derivatives),ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:auto-15""]",,"[""eq:auto-13"", ""eq:auto-14""]",sec:boundary_transforms,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:32.954761+00:00,arxiv-2007.01339,eq:auto-16,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,Worldtube H = dJ/du from input metric time derivative,ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:auto-16""]",,"[""eq:auto-13""]",sec:boundary_transforms,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:33.008029+00:00,arxiv-2007.01339,eq:BondiHierarchyBeta,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,"Schematic hierarchical hypersurface system for beta,Q,U,W,H (eq:BondiHierarchy group)",ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:BondiHierarchyBeta""]",,"[""eq:BondiLikeMetric"", ""eq:QDef"", ""WDef"", ""eq:KDef""]",sec:EquationHierarchy,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:33.063039+00:00,arxiv-2007.01339,eq:BondiNews,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,Bondi news tensor: leading du of angular metric in Bondi-Sachs coordinates,ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:BondiNews""]",,"[""eq:BondiSachsMetric""]",sec:FoundationsScri,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:33.115623+00:00,arxiv-2007.01339,eq:auto-17,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,Spin-weighted news scalar N = lim r dJ/du,ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:auto-17""]",,"[""eq:BondiNews"", ""eq:auto-4""]",sec:FoundationsScri,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:33.163165+00:00,arxiv-2007.01339,eq:auto-18,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,Geodesic equations for inertial coordinates on scri+ (eq:GeodesicEquations group),ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:auto-18""]",,"[""eq:BondiLikeMetric""]",sec:FoundationsScri,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:33.219255+00:00,arxiv-2007.01339,eq:UpIndexBondiLikeMetric,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,Up-index Bondi-like metric in inverse radius l = 1/r,ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:UpIndexBondiLikeMetric""]",,"[""eq:BondiLikeMetric"", ""WDef""]",sec:bondi_transforms,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:33.267012+00:00,arxiv-2007.01339,eq:AsymptoticExpansionOfU,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,Split U^A = U^(0)A + l U^(R)A,ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:AsymptoticExpansionOfU""]",,"[""eq:BondiLikeMetric""]",sec:bondi_transforms,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:33.320132+00:00,arxiv-2007.01339,eq:XIfcEom,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,Step 1: evolution of asymptotically inertial angular coordinates removing U^(0),ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:XIfcEom""]",,"[""eq:auto-18"", ""eq:AsymptoticExpansionOfU""]",sec:bondi_transforms,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:33.374437+00:00,arxiv-2007.01339,eq:conformal_factor_determinant,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,Step 2: areal inverse radius l-hat = l/omega-hat via angular determinant,ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:conformal_factor_determinant""]",,"[""eq:XIfcEom"", ""eq:auto-1""]",sec:bondi_transforms,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:33.427508+00:00,arxiv-2007.01339,eq:auto-19,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,"Spin-weighted angular Jacobians a-hat, b-hat (eq:SpinWeightedJacobiansAB group)",ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:auto-19""]",,"[""eq:XIfcEom"", ""eq:auto-4""]",sec:bondi_transforms,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:33.475977+00:00,arxiv-2007.01339,eq:ifc_omega,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,Conformal factor identity omega-hat = (1/2)sqrt(b bbar - a abar),ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:ifc_omega""]",,"[""eq:conformal_factor_determinant"", ""eq:auto-19""]",sec:bondi_transforms,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:33.535067+00:00,arxiv-2007.01339,eq:ifcBeta,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,Partially flat beta-hat = beta - (1/2)log(omega-hat) (eq:ifcSwScalars group),ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:ifcBeta""]",,"[""eq:conformal_factor_determinant"", ""eq:auto-19"", ""eq:ifc_omega"", ""eq:UpIndexBondiLikeMetric"", ""eq:AsymptoticExpansionOfU""]",sec:bondi_transforms,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:33.585875+00:00,arxiv-2007.01339,eq:ifcW,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,Partially flat W-hat transformation (eq:ifcSwScalars group),ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:ifcW""]",,"[""eq:conformal_factor_determinant"", ""eq:auto-19"", ""eq:ifc_omega"", ""eq:UpIndexBondiLikeMetric"", ""eq:AsymptoticExpansionOfU""]",sec:bondi_transforms,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:33.638190+00:00,arxiv-2007.01339,eq:auto-20,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,Time derivative of omega-hat and definition of script-U^(0),ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:auto-20""]",,"[""eq:ifc_omega"", ""eq:auto-19"", ""eq:AsymptoticExpansionOfU""]",sec:bondi_transforms,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:33.693145+00:00,arxiv-2007.01339,eq:auto-21,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,Step 3 ansatz: Bondi-Sachs time u-ring = u^(0) + l-hat u^(R),ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:auto-21""]",,"[""eq:ifcBeta""]",sec:bondi_transforms,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:33.748783+00:00,arxiv-2007.01339,eq:uRequation,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,Null condition g^{uu}=0 fixing u^(R) (elliptic; perturbative near scri+),ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:uRequation""]",,"[""eq:auto-21"", ""eq:UpIndexBondiLikeMetric"", ""eq:ifcW""]",sec:bondi_transforms,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:33.800700+00:00,arxiv-2007.01339,eq:auto-22,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,Step 4 ansatz: subleading angular coordinate change,ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:auto-22""]",,"[""eq:uRequation""]",sec:bondi_transforms,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:33.859039+00:00,arxiv-2007.01339,eq:bsxA,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,Bondi condition g^{uA}=0 constraining x-ring^(R)A,ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:bsxA""]",,"[""eq:auto-22"", ""eq:auto-21"", ""eq:UpIndexBondiLikeMetric""]",sec:bondi_transforms,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:33.909303+00:00,arxiv-2007.01339,eq:Step5RadialCoordinate,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,Step 5: areal radius l-ring completing the Bondi-Sachs frame,ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:Step5RadialCoordinate""]",,"[""eq:bsxA"", ""eq:conformal_factor_determinant""]",sec:bondi_transforms,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:33.964531+00:00,arxiv-2007.01339,eq:auto-23,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,Asymptotic results for Bondi-Sachs scalars after steps 1-5,ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:auto-23""]",,"[""eq:Step5RadialCoordinate"", ""eq:uRequation"", ""eq:bsxA""]",sec:bondi_transforms,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:34.020417+00:00,arxiv-2007.01339,eq:NewsDefinitionBondi,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,Gauge-invariant news defined by the Bondi-Sachs limit in every gauge,ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:NewsDefinitionBondi""]",,"[""eq:BondiNews"", ""eq:auto-17""]",sec:news,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:34.070045+00:00,arxiv-2007.01339,eq:NewsDefinitionIncompletelyFlat,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,News in partially flat quantities,ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:NewsDefinitionIncompletelyFlat""]",,"[""eq:NewsDefinitionBondi"", ""eq:auto-23""]",sec:news,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:34.122555+00:00,arxiv-2007.01339,eq:NewsDefinitionBondiLike,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,News in an arbitrary Bondi-like gauge (simplified form),ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:NewsDefinitionBondiLike""]",,"[""eq:NewsDefinitionIncompletelyFlat"", ""eq:ifcBeta"", ""eq:ifcH"", ""eq:auto-19"", ""eq:auto-20""]",sec:news,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:34.174267+00:00,arxiv-2007.01339,eq:auto-25,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,Worldtube Bondi-like radius function R = r|_Gamma,ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:auto-25""]",,"[""eq:BondiLikeRadius""]",sec:compactified_evolution,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:34.226969+00:00,arxiv-2007.01339,eq:auto-24,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,Numerically adapted coordinates with compactified y = 1 - 2R/r,ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:auto-24""]",,"[""eq:BondiLikeMetric"", ""eq:auto-25""]",sec:compactified_evolution,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:34.277261+00:00,arxiv-2007.01339,eq:numerical-jacobian-u,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,Inverse Jacobian: Bondi-like derivatives in numerical coordinates (eq:numerical-jacobian group),ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:numerical-jacobian-u""]",,"[""eq:auto-24""]",sec:compactified_evolution,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:34.333006+00:00,arxiv-2007.01339,eq:numerical-h-conversion,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,Evolution-quantity conversion H-breve = H + duR drJ,ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:numerical-h-conversion""]",,"[""eq:numerical-jacobian-u"", ""eq:auto-16""]",sec:compactified_evolution,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:34.396288+00:00,arxiv-2007.01339,eq:form1,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,"Category-1 hypersurface equation form (beta, U): plain radial ODE",ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:form1""]",,"[""eq:BondiHierarchyBeta"", ""eq:numerical-jacobian-u""]",sec:compactified_evolution,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:34.455019+00:00,arxiv-2007.01339,eq:form2,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,"Category-2 form (Q, W): degenerate at scri+, logarithm-prone",ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:form2""]",,"[""eq:BondiHierarchyBeta"", ""eq:numerical-jacobian-u""]",sec:compactified_evolution,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:34.507282+00:00,arxiv-2007.01339,eq:form3,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,Category-3 form (H): degenerate with conjugate coupling,ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:form3""]",,"[""eq:BondiHierarchyBeta"", ""eq:numerical-jacobian-u"", ""eq:numerical-h-conversion""]",sec:compactified_evolution,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:34.558690+00:00,arxiv-2007.01339,eq:auto-26,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,Real/imaginary matrix form of form-3 for spectral solution,ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:auto-26""]",,"[""eq:form3""]",sec:compactified_evolution,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
2026-06-12T01:20:34.610340+00:00,arxiv-2007.01339,eq:HypersurfaceBeta,eq-dag-stage1-2007.01339,9a25e15,symbolic,solid,beta hypersurface equation in Bondi-like coordinates,ref-paper/arxiv-2007.01339/src/characteristic_formulation.tex + reformulate/z4c-CMM/paper_2007.01339/derivation.md,"[""eq:HypersurfaceBeta""]",,"[""eq:BondiHierarchyBeta"", ""eq:KDef""]",sec:compactified-beta,"literature-grounded transcription; evidence type: citation/transcription, not independent derivation"
